"","version","triwales","serial","hhold2","spoint","moi","intnum","tnc","respoutc","duno","filter","dusela","duselb","duselc","duseld","dusele","duself","numadult","neligibl","perssel","langaskd","intvrefd","langcond","strttime","langintw","readpap","whpaper1","whpaper2","whpaper3","bbc1wale","bbc1othr","bbc2","htvwales","itvother","channel4","s4c","channel5","skynews","othchanl","tvnever","refcare","polinrst","refvoted","refdecid","refvote","reftaxvt","nvrefvot","nvreftax","voteref","canvasrf","sctfcanv","thnkcanv","yfwcanv","jsnocanv","concanv","labcanv","ldcanv","snpcanv","pccanv","grncanv","othcanv","dkcanv","phcanvrf","sctfphcv","thnkphcv","yfwphcv","jsnophcv","conphcv","labphcv","ldphcv","snpphcv","pcphcv","grnphcv","othphcv","dkphcv","summary","dfwnge","dfwnrf","labfeel","confeel","ldfeel","snpfeel","pcfeel","contrust","labtrust","ldtrust","snptrust","pctrust","labrcmd","labrcmdt","conrcmd","conrcmdt","ldrcmd","ldrcmdt","snprcmd","snprcmdt","pcrcmd","labdivdr","condivdr","lddivdr","snpdivdr","pcdivdr","welshres","propospr","propostx","propospp","proposmp","proposdp","proposbg","proposdf","refquiz","rrefrvw1","rrefrvw2","conrefvw","labrefvw","ldrefvw","snprefvw","pcrefvw","elsewhvw","srrefvw1","srrefvw2","sconrfvw","slabrfvw","sldrfvw","ssnprfvw","selsevw","wrrefvw1","wrrefvw2","wconrfvw","wlabrfvw","wldrfvw","wpcrfvw","welsevw","leaveuk","voiceuk","voiceeu","morpride","sayingov","incrssol","imprved","rgimp1st","rgimp2nd","rgimpnot","labdomin","sthdomin","cntdomin","domin","jobpolit","cost2mch","welspeak","welquang","natbalan","natborn","natlive","natances","natspeak","srclass","srclass2","srsoccl","natmidcl","natwcl","gbpride","natpride","engdecid","scspirit","scgaelic","sctartan","scmusic","scwallac","sclands","wlspirit","wllang","wlmalech","wleisted","wlrugbyt","wllands","wlchapel","eugood","ukbeneft","rwelshsp","rwelhome","spswelsp","chdwelsp","parwelsp","gprwelsp","welschl","wllivlan","rsex","rage","ragecat","rsexage","religion","religsum","famrelig","rlfamsum","chattend","partysup","partycls","partyid","idstrng","natbrit","nateng","nateuro","natirish","natni","natscot","natwelsh","natoth","natnone","bnation","raceori2","rborn","rliveels","nghbrhd","tenure","tenure2","dadvoted","mumvoted","reconact","rlastjob","remplyee","rsupman","rocsect2","rempwke","rempwks","rsoc","rempstat","rsic92","rmingrp","rsmajgrp","rmajgrp","rseg","rseggrp","rsocclas","rrgclass","rghclass","rghgrp","rsic92gp","rempwork","rjbhrsi","rjbhrcat","rpartful","unionsa","unionsa2","marstat2","marstat","suniosa2","seconact","slastjob","semploye","ssupman","socsect2","sempwke","sempwks","ssoc","sempstat","ssic92","smingrp","ssmajgrp","smajgrp","sseg","sseggrp","ssocclas","srgclass","sghclass","sghgrp","ssic92gp","sempwork","sjbhrcat","spartful","sunionsa","sjbhrsi","maininc","hhincome","tea2","schqual","edqual1","edqual2","edqual3","edqual4","pschqual","edqual5","edqual6","edqual10","edqual11","edqual12","edqual13","edqual14","edqual15","edqual16","edqual17","edqual18","edqual19","edqual20","edqual21","edqual22","edqual23","edqual24","edqual25","hedqual","vote97","rgovtnow","phone","phonebck","stable","scxplain","intcompt","duration","dateint","dateintd","dateintm","dateinty","selfcomp","persno","stregion","popden","wealth1","richlaw","tradvals","censor","notruns","prentbst","pubownst","govjob","protmeet","gaysex","tolerant","banparty","govnosay","voteonly","govcomp","losetch","voteintr","ptyntmat","taxsoc2","eupolicy","ecuview","proprep","proprnat","ukintnat","natinnat","scotmps","natunemp","nattaxes","natecony","natnhs","nateduc","scpwelf","natprosp","natpros5","indepent","qtime","sqdate2","leftrigh","libauth","pano","newparl","newparln","censuscc","ccname","newdc","ndcname","ndcward","nwname","censusdc","dcname","ward","wardname","wtfactor","constpre","triids"
"58",2,2,212561,1,41,1,2203,2,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-2,1,1840,1,1,3,5,-2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,NA,-2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,3,2,NA,2,3,2,2,NA,1,1,NA,2,NA,1,NA,NA,NA,1,1,2,1,NA,1,1,1,2,2,1,2,1,1,5,5,4,4,4,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,1,4,3,3,3,1,1,3,3,5,4,7,4,1,NA,1,2,2,4,3,1,1,2,2,2,2,-1,2,-1,3,5,1,3,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,1,2,2,3,3,3,1,1,4,1,2,50,4,12,3,1,3,1,6,2,-1,2,2,2,2,2,2,2,2,1,2,2,-1,9,2,1,48,1,1,2,2,3,-3,1,3,1,4,-1,862,9,26,86,19,8,10,6,4,5,10,5,4,4,38,4,1,1,1,1,1,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,15,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,2,2,1,1,2,1,1915,35,161097,16,10,97,61,2,10,1.01,5,1,1,1,5,4,4,4,4,3,3,3,3,2,2,2,2,3,2,1,3,3,3,3,3,NA,3,3,3,3,3,NA,3,4,4,1,1610,2.16666666666667,2.16666666666667,598,566,"    VALE OF CLWYD",48,"Clwyd","NG","Denbighshire",-1,"Skp,Wales","SJ","Rhuddlan","FQ","St. Asaph West",1.09591564360616,1,1
"59",2,2,212591,1,41,1,2203,3,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1140,1,2,-1,-1,-1,1,2,1,1,2,2,2,2,2,2,2,1,3,1,1,2,NA,-2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,4,3,NA,3,3,2,3,NA,3,1,NA,2,NA,1,NA,NA,NA,1,1,1,2,NA,1,1,1,1,2,8,2,1,1,6,4,5,5,4,8,NA,1,2,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,8,1,2,1,2,2,3,3,3,3,5,1,7,3,2,NA,2,3,2,3,8,4,2,3,1,2,1,-1,1,1,-1,1,5,3,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,3,2,3,-2,3,3,3,3,4,2,2,34,2,10,2,2,2,2,2,2,-1,2,2,1,2,2,2,2,2,2,2,2,-1,9,3,1,8,2,1,2,2,3,-3,1,1,3,5,-1,340,5,85,34,8,3,1,2,2,2,1,1,14,5,38,4,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,17,1,0,2,0,0,1,0,0,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1205,25,131097,13,10,97,61,1,10,1.01,3,3,4,2,3,4,2,3,4,4,2,4,4,2,2,2,2,3,3,2,3,2,3,2,2,NA,3,2,3,4,3,NA,3,2,3,1,1310,2.66666666666667,3,598,566,"    VALE OF CLWYD",48,"Clwyd","NG","Denbighshire",-1,"Skp,Wales","SJ","Rhuddlan","FQ","St. Asaph West",1.0868888586938,2,3
"60",2,2,212601,1,41,1,2203,3,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-2,1,1720,1,1,2,21,-2,1,2,1,1,2,2,1,2,2,2,2,1,3,1,2,2,NA,-2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,3,NA,2,2,8,8,NA,3,1,NA,2,NA,1,NA,NA,NA,1,1,1,8,NA,1,1,1,1,2,2,2,1,1,7,5,4,5,1,8,NA,2,2,NA,NA,NA,NA,NA,NA,NA,5,4,5,1,8,2,2,2,3,2,3,1,3,2,1,5,7,1,1,NA,1,2,1,3,3,2,3,3,3,4,2,-1,2,-1,3,4,1,3,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,4,3,2,1,2,1,2,1,1,3,1,2,33,2,10,3,1,0,5,6,1,-1,1,1,2,2,2,2,2,2,1,2,2,-1,9,2,1,29,2,1,1,1,3,-3,1,1,1,4,-1,250,9,92,25,6,2,4,1,1,1,1,1,15,4,99,9,9,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,23,1,0,2,3,0,1,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1750,30,111097,11,10,97,61,2,10,1.01,2,4,1,2,2,3,4,3,2,3,2,5,3,3,3,4,3,4,2,2,3,1,1,3,3,NA,3,3,4,3,2,NA,1,2,3,1,1110,3.66666666666667,2.5,598,566,"    VALE OF CLWYD",48,"Clwyd","NG","Denbighshire",-1,"Skp,Wales","SJ","Rhuddlan","FQ","St. Asaph West",1.0868888586938,1,1
"61",2,2,212611,1,41,1,2203,1,51,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-2,1,1635,1,1,21,-2,-2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,4,2,NA,-2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,3,NA,5,1,4,4,NA,4,3,NA,3,NA,3,NA,NA,NA,3,2,1,3,NA,3,1,1,2,2,1,2,2,1,4,5,4,2,2,8,NA,1,3,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,8,1,3,3,2,3,2,3,2,2,5,3,7,1,1,NA,1,1,2,2,3,3,1,1,1,1,4,1,1,1,-1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,5,5,1,1,2,2,1,1,4,3,1,1,5,2,2,73,7,15,5,3,5,3,1,1,-1,1,2,2,2,2,2,2,2,1,2,2,-1,9,2,1,9,1,1,2,2,10,1,2,-2,-2,-1,1,958,2,95,95,22,9,2,2,5,6,5,3,16,1,15,1,2,-1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,97,14,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,1,1,2,1,1605,30,81097,8,10,97,61,NA,10,1.01,5,1,3,2,5,3,2,2,2,3,3,4,2,1,2,2,2,2,3,3,2,2,4,1,4,NA,1,1,4,5,3,NA,3,2,2,1,810,1.66666666666667,2.83333333333333,598,566,"    VALE OF CLWYD",48,"Clwyd","NG","Denbighshire",-1,"Skp,Wales","SJ","Rhuddlan","FQ","St. Asaph West",0.57994665378865,1,2
"62",2,2,212631,1,41,1,2203,2,51,1,-1,-1,-1,-1,-1,-1,-1,3,3,1,1,-2,1,1520,1,1,1,-2,-2,1,2,2,1,2,2,1,2,2,2,2,2,3,2,-2,-2,NA,8,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,8,3,3,2,NA,3,3,3,3,NA,2,1,NA,2,NA,8,NA,NA,NA,1,1,2,1,NA,1,1,1,2,2,1,8,1,1,4,4,5,5,4,4,NA,1,8,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,1,8,2,3,1,3,1,3,1,6,4,7,1,2,NA,2,1,2,8,2,3,2,2,3,2,4,2,2,-1,8,1,1,3,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,3,3,3,-2,4,4,1,1,5,1,2,67,7,15,7,3,7,3,1,5,-1,5,3,2,2,2,2,2,2,1,2,2,-1,9,2,0,67,1,1,1,98,9,9,9,9,9,-1,-1,998,11,-3,41,10,4,6,4,3,3,3,2,11,2,99,4,1,-1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,17,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,5,1,1,2,2,1605,45,111097,11,10,97,61,1,10,1.01,3,2,1,1,2,3,2,5,2,3,3,5,2,2,1,1,1,2,3,1,3,2,3,4,1,NA,3,3,3,3,3,NA,2,4,4,1,1110,3.16666666666667,2.16666666666667,598,566,"    VALE OF CLWYD",48,"Clwyd","NG","Denbighshire",-1,"Skp,Wales","SJ","Rhuddlan","FP","St. Asaph East",1.64387346540924,2,2
"63",2,2,212641,1,41,1,2203,2,51,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-2,1,1440,1,2,-1,-1,-1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,-2,-2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,2,2,3,NA,3,4,4,4,NA,8,1,NA,2,NA,1,NA,NA,NA,1,2,1,1,NA,1,1,1,1,2,2,2,1,1,7,5,4,5,1,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,5,4,5,1,1,1,5,1,2,2,2,3,3,3,1,5,7,3,2,NA,2,2,1,2,3,5,4,4,4,4,4,8,8,-2,-2,2,5,3,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,5,3,2,3,-2,3,3,3,3,4,4,2,22,1,9,1,3,2,2,6,2,-1,2,3,1,2,2,2,2,2,2,2,2,-1,9,2,0,22,3,2,1,1,10,2,1,3,1,1,-1,621,9,55,62,16,6,7,6,4,5,10,5,8,1,12,1,2,-1,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,15,1,1,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,1,1,1,1,1525,45,161097,16,10,97,61,NA,10,1.01,5,2,2,1,3,3,3,2,2,1,5,3,1,1,2,3,2,2,2,3,3,2,2,3,3,NA,3,3,3,3,3,NA,3,3,4,1,1610,2.33333333333333,2,598,566,"    VALE OF CLWYD",48,"Clwyd","NG","Denbighshire",-1,"Skp,Wales","SJ","Rhuddlan","FP","St. Asaph East",0.547957821803282,1,3
"64",2,2,212691,1,41,1,2203,5,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1225,1,1,1,21,-2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,3,2,NA,-2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,2,3,NA,3,3,3,3,NA,3,1,NA,2,NA,1,NA,NA,NA,1,2,1,8,NA,1,1,1,1,2,2,2,1,1,7,5,8,5,4,4,NA,2,5,NA,NA,NA,NA,NA,NA,NA,5,8,5,4,4,2,5,1,2,2,3,3,3,3,2,5,7,2,1,NA,1,1,1,3,1,1,1,3,2,2,4,3,3,-2,-2,3,1,3,NA,NA,NA,NA,NA,NA,3,1,9,2,1,1,2,1,3,1,2,1,1,1,1,4,1,1,39,3,3,1,3,5,3,6,1,-1,1,2,2,2,2,2,2,2,1,2,2,-1,9,2,0,18,2,1,2,2,3,-3,1,3,3,3,-1,610,9,75,61,15,6,6,4,3,3,2,1,12,3,40,4,1,2,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,18,1,0,2,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,23,0,0,4,1,1,1,1,2,1,1305,30,171097,17,10,97,61,1,10,1.01,4,2,4,4,4,2,3,3,2,4,2,2,2,4,2,2,1,2,2,2,3,4,3,3,3,NA,3,3,3,3,2,NA,2,3,3,1,1710,2.66666666666667,4,598,566,"    VALE OF CLWYD",48,"Clwyd","NG","Denbighshire",-1,"Skp,Wales","SJ","Rhuddlan","FP","St. Asaph East",1.16446990425545,1,1
"65",2,2,212711,1,41,1,2203,7,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1930,1,1,3,-2,-2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,NA,-2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,4,NA,4,3,4,3,NA,4,1,NA,2,NA,1,NA,NA,NA,1,2,2,2,NA,1,1,1,1,2,1,2,1,1,6,5,4,5,4,4,NA,1,5,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,1,5,1,2,2,2,1,2,2,4,3,7,4,2,NA,2,1,1,1,3,3,2,4,4,4,1,-1,1,4,-1,2,1,2,NA,NA,NA,NA,NA,NA,3,3,2,2,2,1,4,1,1,2,2,2,1,1,1,4,4,1,52,4,4,3,1,5,3,6,1,-1,1,1,2,2,2,2,2,2,1,2,2,-1,99,2,1,22,1,1,98,3,9,2,1,1,1,2,-1,131,6,65,13,1,1,2,2,2,2,2,1,10,2,60,4,1,-1,1,2,2,3,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,18,1,0,2,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,1,1,1,1,2,2,2005,35,281097,28,10,97,61,1,10,1.01,3,2,2,2,3,2,4,2,3,3,3,4,4,4,3,3,3,3,3,2,1,2,2,3,3,NA,2,3,4,4,4,NA,3,3,4,2,1111,3,2.5,598,566,"    VALE OF CLWYD",48,"Clwyd","NE","Conwy",-1,"Skp,Wales","SF","Colwyn","FT","Trefnant",1.90651415032007,1,2
"66",2,2,212721,1,42,1,2314,1,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-2,1,1605,1,2,-1,-1,-1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,3,1,NA,-2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,5,3,NA,3,3,3,3,NA,3,1,NA,2,NA,8,NA,NA,NA,1,2,1,8,NA,1,1,1,1,2,8,2,1,1,6,3,4,5,4,8,NA,2,3,NA,NA,NA,NA,NA,NA,NA,3,4,5,4,8,2,3,3,1,1,1,1,3,8,6,1,7,4,2,NA,2,4,4,4,8,6,2,2,2,3,1,-1,1,3,-1,2,5,3,NA,NA,NA,NA,NA,NA,3,5,2,5,4,1,3,8,2,3,-2,2,1,3,3,4,1,1,46,4,4,8,3,8,3,1,7,-1,7,8,1,1,2,2,2,2,2,2,2,1,9,3,1,20,2,1,1,1,3,-3,2,-2,-2,-1,1,292,3,91,29,6,2,3,1,1,1,2,1,15,1,60,4,1,3,3,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,98,19,1,0,2,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,98,1,1,1,2,1700,55,260997,26,9,97,61,2,10,21.13,3,3,4,1,4,4,3,4,2,1,2,2,4,4,2,4,2,4,3,1,3,1,1,3,3,NA,3,3,2,2,2,NA,2,3,4,3,2709,2.83333333333333,3,150,545,"    CLWYD WEST",48,"Clwyd","NE","Conwy",-1,"Skp,Wales","SF","Colwyn","FQ","Rhiw",1.29272973040238,3,NA
"67",2,2,212731,1,42,1,2314,1,51,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-2,1,1220,1,1,21,-2,-2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,NA,-2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,4,3,NA,2,4,1,3,NA,2,1,NA,2,NA,3,NA,NA,NA,1,2,2,8,NA,2,1,1,2,2,8,8,1,1,4,5,4,5,5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,5,1,2,2,1,3,2,2,1,6,7,4,4,NA,4,4,2,2,1,3,2,3,3,3,4,2,2,-1,2,1,1,2,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,2,3,-2,4,3,3,3,4,2,2,34,2,10,2,2,2,2,4,2,-1,2,2,1,2,2,2,2,2,1,2,2,1,9,3,1,12,9,4,2,2,3,-3,1,3,1,5,-1,239,9,92,23,5,2,5,3,2,2,2,1,15,5,42,4,1,3,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,18,1,0,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2,1,1,2,1,1240,20,300997,30,9,97,61,NA,10,21.13,4,2,2,3,4,5,4,1,3,5,1,3,4,2,2,4,2,2,3,5,3,3,2,3,1,NA,4,2,4,4,2,NA,2,4,4,1,110,2,3.5,150,545,"    CLWYD WEST",48,"Clwyd","NE","Conwy",-1,"Skp,Wales","SF","Colwyn","FQ","Rhiw",0.646364865200986,1,2
"68",2,2,212801,1,42,1,2314,5,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1800,1,1,2,-2,-2,1,2,2,2,1,1,1,1,2,2,2,1,3,1,1,1,NA,-2,NA,2,1,NA,NA,2,2,2,1,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,5,3,NA,3,4,2,2,NA,2,1,NA,2,NA,1,NA,NA,NA,1,1,1,1,NA,1,1,1,2,2,1,2,1,1,5,3,4,5,3,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,3,4,5,3,3,3,3,3,1,1,1,1,1,1,5,4,7,1,1,NA,1,3,4,3,1,3,1,1,1,1,1,-1,1,3,-1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3,3,2,3,3,1,1,1,4,1,1,67,7,7,3,1,5,3,3,2,-1,2,2,1,2,2,2,2,2,1,2,2,7,9,2,0,67,1,1,1,1,9,3,1,1,1,1,-1,302,5,73,30,7,3,1,2,2,2,1,1,11,1,38,4,1,-1,3,1,1,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,18,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,2,3,1,1,2,1,1830,30,61097,6,10,97,61,1,10,21.13,4,3,1,1,5,4,1,3,2,3,2,5,5,1,2,3,3,4,3,2,2,1,1,3,1,NA,1,2,2,1,1,NA,2,4,2,2,610,2,2.33333333333333,150,545,"    CLWYD WEST",48,"Clwyd","NE","Conwy",-1,"Skp,Wales","SF","Colwyn","FF","Glyn",1.29881294568663,3,2
"69",2,2,212811,1,42,1,2314,1,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1600,1,1,2,-2,-2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,-2,-2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,1,5,4,NA,5,4,1,4,NA,4,1,NA,2,NA,8,NA,NA,NA,1,1,1,8,NA,1,1,8,2,2,2,2,1,1,5,5,4,5,4,8,NA,2,5,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,8,2,5,1,3,3,1,1,3,3,5,6,7,4,3,NA,3,1,1,2,1,5,1,1,1,3,4,2,2,-1,1,1,5,3,NA,NA,NA,NA,NA,NA,2,4,2,3,2,1,2,8,2,3,-2,3,3,3,3,4,3,2,57,5,13,3,1,3,1,6,2,-1,2,1,1,2,2,2,2,2,2,2,2,-1,9,3,1,2,4,3,2,2,8,2,1,3,1,3,-1,644,9,85,64,16,6,10,6,4,5,10,5,14,3,25,3,2,-1,3,2,2,3,9,2,9,9,9,9,9,998,11,89,99,22,9,17,9,9,9,99,9,98,9,9,9,3,99,7,3,15,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,1,1,1,1,1700,60,300997,30,9,97,61,1,10,21.13,2,2,1,1,5,4,4,4,2,5,2,5,2,2,2,3,3,5,3,4,3,4,4,2,2,NA,3,2,3,3,3,NA,3,3,4,2,3009,2.83333333333333,2.66666666666667,150,545,"    CLWYD WEST",48,"Clwyd","NE","Conwy",-1,"Skp,Wales","SF","Colwyn","FQ","Rhiw",1.29272973040238,1,3
"70",2,2,212831,1,42,1,2314,1,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1730,1,2,-1,-1,-1,2,1,2,2,1,1,2,2,1,2,2,1,4,1,4,1,NA,-2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,4,2,3,NA,1,2,4,3,NA,1,2,NA,2,NA,2,NA,NA,NA,1,2,2,2,NA,1,1,8,1,2,2,2,1,1,6,3,2,2,8,8,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,8,8,1,2,1,1,1,1,1,1,1,6,2,8,1,2,NA,2,4,4,5,1,1,1,1,2,2,4,2,2,-1,1,5,1,1,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,3,2,1,2,3,1,1,1,2,1,2,38,3,11,8,3,8,3,4,5,-1,5,1,2,2,2,2,2,2,1,2,2,-1,9,2,0,35,1,1,5,5,3,-3,2,-2,-2,-1,1,719,2,50,71,17,7,2,2,3,3,5,3,7,1,30,4,1,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,16,1,0,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,1,2,2,1810,40,290997,29,9,97,61,1,10,21.13,2,5,1,2,4,4,4,5,1,5,1,5,1,1,2,1,4,2,3,5,1,5,5,4,1,NA,4,3,1,1,1,NA,2,2,2,1,3009,3.66666666666667,3.16666666666667,150,545,"    CLWYD WEST",48,"Clwyd","NE","Conwy",-1,"Skp,Wales","SF","Colwyn","FQ","Rhiw",1.29272973040238,3,1
