"","version","triwales","serial","hhold2","spoint","moi","intnum","tnc","respoutc","duno","filter","dusela","duselb","duselc","duseld","dusele","duself","numadult","neligibl","perssel","langaskd","intvrefd","langcond","strttime","langintw","readpap","whpaper1","whpaper2","whpaper3","bbc1wale","bbc1othr","bbc2","htvwales","itvother","channel4","s4c","channel5","skynews","othchanl","tvnever","refcare","polinrst","refvoted","refdecid","refvote","reftaxvt","nvrefvot","nvreftax","voteref","canvasrf","sctfcanv","thnkcanv","yfwcanv","jsnocanv","concanv","labcanv","ldcanv","snpcanv","pccanv","grncanv","othcanv","dkcanv","phcanvrf","sctfphcv","thnkphcv","yfwphcv","jsnophcv","conphcv","labphcv","ldphcv","snpphcv","pcphcv","grnphcv","othphcv","dkphcv","summary","dfwnge","dfwnrf","labfeel","confeel","ldfeel","snpfeel","pcfeel","contrust","labtrust","ldtrust","snptrust","pctrust","labrcmd","labrcmdt","conrcmd","conrcmdt","ldrcmd","ldrcmdt","snprcmd","snprcmdt","pcrcmd","labdivdr","condivdr","lddivdr","snpdivdr","pcdivdr","welshres","propospr","propostx","propospp","proposmp","proposdp","proposbg","proposdf","refquiz","rrefrvw1","rrefrvw2","conrefvw","labrefvw","ldrefvw","snprefvw","pcrefvw","elsewhvw","srrefvw1","srrefvw2","sconrfvw","slabrfvw","sldrfvw","ssnprfvw","selsevw","wrrefvw1","wrrefvw2","wconrfvw","wlabrfvw","wldrfvw","wpcrfvw","welsevw","leaveuk","voiceuk","voiceeu","morpride","sayingov","incrssol","imprved","rgimp1st","rgimp2nd","rgimpnot","labdomin","sthdomin","cntdomin","domin","jobpolit","cost2mch","welspeak","welquang","natbalan","natborn","natlive","natances","natspeak","srclass","srclass2","srsoccl","natmidcl","natwcl","gbpride","natpride","engdecid","scspirit","scgaelic","sctartan","scmusic","scwallac","sclands","wlspirit","wllang","wlmalech","wleisted","wlrugbyt","wllands","wlchapel","eugood","ukbeneft","rwelshsp","rwelhome","spswelsp","chdwelsp","parwelsp","gprwelsp","welschl","wllivlan","rsex","rage","ragecat","rsexage","religion","religsum","famrelig","rlfamsum","chattend","partysup","partycls","partyid","idstrng","natbrit","nateng","nateuro","natirish","natni","natscot","natwelsh","natoth","natnone","bnation","raceori2","rborn","rliveels","nghbrhd","tenure","tenure2","dadvoted","mumvoted","reconact","rlastjob","remplyee","rsupman","rocsect2","rempwke","rempwks","rsoc","rempstat","rsic92","rmingrp","rsmajgrp","rmajgrp","rseg","rseggrp","rsocclas","rrgclass","rghclass","rghgrp","rsic92gp","rempwork","rjbhrsi","rjbhrcat","rpartful","unionsa","unionsa2","marstat2","marstat","suniosa2","seconact","slastjob","semploye","ssupman","socsect2","sempwke","sempwks","ssoc","sempstat","ssic92","smingrp","ssmajgrp","smajgrp","sseg","sseggrp","ssocclas","srgclass","sghclass","sghgrp","ssic92gp","sempwork","sjbhrcat","spartful","sunionsa","sjbhrsi","maininc","hhincome","tea2","schqual","edqual1","edqual2","edqual3","edqual4","pschqual","edqual5","edqual6","edqual10","edqual11","edqual12","edqual13","edqual14","edqual15","edqual16","edqual17","edqual18","edqual19","edqual20","edqual21","edqual22","edqual23","edqual24","edqual25","hedqual","vote97","rgovtnow","phone","phonebck","stable","scxplain","intcompt","duration","dateint","dateintd","dateintm","dateinty","selfcomp","persno","stregion","popden","wealth1","richlaw","tradvals","censor","notruns","prentbst","pubownst","govjob","protmeet","gaysex","tolerant","banparty","govnosay","voteonly","govcomp","losetch","voteintr","ptyntmat","taxsoc2","eupolicy","ecuview","proprep","proprnat","ukintnat","natinnat","scotmps","natunemp","nattaxes","natecony","natnhs","nateduc","scpwelf","natprosp","natpros5","indepent","qtime","sqdate2","leftrigh","libauth","pano","newparl","newparln","censuscc","ccname","newdc","ndcname","ndcward","nwname","censusdc","dcname","ward","wardname","wtfactor","constpre","triids"
"258",2,2,215911,1,52,1,435,1,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1045,1,2,-1,-1,-1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,4,1,NA,-2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,3,NA,3,4,1,3,NA,3,1,NA,2,NA,1,NA,NA,NA,1,1,1,1,NA,1,1,1,2,2,2,2,1,1,6,4,3,5,4,4,NA,4,1,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,4,4,1,2,1,1,1,1,1,1,5,2,7,4,4,NA,4,2,5,4,1,2,1,1,1,3,2,-1,2,-1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,5,1,1,1,1,5,1,3,3,-2,3,3,3,3,4,3,1,44,3,3,3,1,3,1,7,2,-1,2,1,1,1,1,2,2,2,1,2,2,7,9,2,0,44,1,1,2,2,9,2,1,3,1,5,-1,887,9,34,88,20,8,9,5,3,4,10,5,4,5,60,4,1,-1,3,2,2,3,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,1,1,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,2,1,1,2,1,1115,30,11097,1,10,97,61,1,10,10.36,1,1,1,1,5,3,1,3,1,3,3,1,1,1,5,1,5,1,3,5,2,1,1,1,1,NA,5,3,1,1,1,NA,3,2,4,1,110,2.33333333333333,3,424,557,"    NEWPORT EAST",50,"Gwent","PR","Newport",-1,"Skp,Wales","SW","Newport","FJ","Liswerry",1.09850588090535,2,1
"259",2,2,215941,1,52,1,435,7,51,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-2,1,1320,1,2,-1,-1,-1,2,1,1,2,1,2,2,2,2,1,2,2,4,2,-2,-2,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,2,3,NA,3,3,3,3,NA,3,8,NA,8,NA,8,NA,NA,NA,8,1,2,8,NA,8,1,1,1,2,2,2,1,1,7,1,2,2,3,8,NA,8,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,8,8,1,3,1,3,1,1,3,1,1,6,4,2,4,NA,4,2,3,3,3,1,1,1,1,4,4,3,3,-2,-2,2,1,2,NA,NA,NA,NA,NA,NA,2,4,2,4,3,1,5,3,3,3,-2,4,4,3,3,5,3,1,32,2,2,0,5,0,5,-1,0,99,99,9,2,2,2,2,2,2,1,2,2,-1,9,2,0,32,2,1,98,98,3,-3,1,3,3,5,-1,672,9,80,67,16,6,10,6,4,5,10,5,13,5,40,4,1,3,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,18,1,1,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,98,98,1,1,1,1,1350,30,111097,11,10,97,61,NA,10,10.36,2,4,2,5,3,2,3,2,2,3,3,2,2,2,2,2,2,2,3,1,3,2,3,3,2,NA,3,3,2,2,2,NA,3,2,2,1,1110,3.33333333333333,3.5,424,557,"    NEWPORT EAST",50,"Gwent","PR","Newport",-1,"Skp,Wales","SW","Newport","FJ","Liswerry",0.865770591267845,4,1
"260",2,2,215951,1,52,1,435,3,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1615,1,1,2,-2,-2,1,2,2,1,2,2,2,2,2,1,2,2,5,2,-2,-2,NA,8,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,3,3,NA,3,3,3,3,NA,3,1,NA,8,NA,8,NA,NA,NA,8,1,8,8,NA,8,1,8,8,2,8,8,1,8,2,5,3,4,3,8,NA,8,8,NA,NA,NA,NA,NA,NA,NA,5,3,4,3,8,8,8,1,2,2,3,1,3,3,1,6,7,2,4,NA,4,1,2,3,3,3,1,1,1,1,4,3,3,-2,-2,1,1,1,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,2,3,1,3,-2,3,2,3,3,4,1,2,27,2,10,0,5,3,1,7,0,99,99,9,1,2,2,2,2,2,1,2,2,7,9,2,0,27,2,1,98,98,10,2,1,3,1,4,-1,720,9,52,72,18,7,6,4,3,3,4,2,7,4,20,2,2,-1,1,1,1,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,16,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,2,98,1,1,1,1,1635,20,71097,7,10,97,61,1,10,10.36,4,2,2,3,2,3,3,2,2,4,3,3,1,1,1,1,1,1,1,3,3,3,2,4,3,NA,3,2,4,4,3,NA,2,4,3,1,710,2.66666666666667,3.16666666666667,424,557,"    NEWPORT EAST",50,"Gwent","PR","Newport",-1,"Skp,Wales","SW","Newport","FJ","Liswerry",1.03660780537113,1,2
"261",2,2,215971,1,52,1,435,3,51,1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,1,-2,1,1830,1,1,6,-2,-2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,3,2,NA,-2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,2,4,NA,5,2,3,4,NA,1,1,NA,2,NA,8,NA,NA,NA,1,1,1,2,NA,1,1,1,1,2,2,2,1,1,7,5,3,5,3,8,NA,1,5,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,8,1,5,1,2,2,3,3,2,3,5,1,7,2,3,NA,3,2,2,2,2,2,1,3,3,4,4,3,3,-2,-2,2,1,3,NA,NA,NA,NA,NA,NA,5,3,2,2,2,1,2,1,2,3,-2,3,3,3,1,4,2,1,29,2,2,0,5,8,3,7,1,-1,1,2,1,2,2,2,2,2,1,2,2,7,9,2,0,29,2,1,2,2,3,-3,1,1,1,3,-1,141,5,50,14,1,1,1,2,2,2,2,1,7,3,60,4,1,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,16,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,4,1,1,1,1,1,1,1900,30,71097,7,10,97,61,NA,10,10.36,2,4,1,3,2,2,2,4,2,3,3,3,2,2,3,2,4,4,3,4,1,2,2,2,2,NA,1,1,4,4,4,NA,3,2,4,1,710,3.66666666666667,2.83333333333333,424,557,"    NEWPORT EAST",50,"Gwent","PR","Newport",-1,"Skp,Wales","SW","Newport","FJ","Liswerry",0.518303902685769,1,1
"262",2,2,215981,1,52,1,435,2,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-2,1,1820,1,1,2,-2,-2,1,2,2,2,2,2,2,2,2,1,2,1,3,2,-2,-2,NA,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,3,3,3,NA,2,3,3,3,NA,2,2,NA,2,NA,2,NA,NA,NA,1,2,2,2,NA,2,1,1,1,2,1,2,1,2,5,5,4,2,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,2,1,1,3,2,1,3,1,1,1,6,3,7,3,3,NA,3,2,2,4,8,1,1,1,1,2,4,3,3,-2,-2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,1,3,1,3,-2,3,2,3,1,4,2,2,44,3,11,3,1,3,1,6,5,-1,5,2,1,2,2,2,2,2,1,2,2,7,9,2,0,43,8,4,2,98,3,-3,2,-2,-2,-1,1,174,2,52,17,2,1,2,2,3,3,5,3,7,1,80,4,1,2,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,16,1,0,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,5,1,1,2,1,1855,35,81097,8,10,97,61,2,10,10.36,2,1,1,1,4,3,3,1,3,3,3,3,2,2,3,3,2,3,2,3,2,2,2,2,2,NA,4,3,2,2,2,NA,2,5,2,1,810,2.33333333333333,2.33333333333333,424,557,"    NEWPORT EAST",50,"Gwent","PR","Newport",-1,"Skp,Wales","SW","Newport","FJ","Liswerry",1.04426131995732,1,1
"263",2,2,216011,1,52,1,435,1,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-2,1,1155,1,2,-1,-1,-1,2,1,2,2,1,2,2,2,2,2,2,8,4,1,3,2,NA,-2,NA,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,2,NA,4,8,3,3,NA,8,8,NA,8,NA,8,NA,NA,NA,8,8,8,8,NA,8,1,8,8,2,8,1,8,8,1,8,8,8,8,8,NA,8,8,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,3,3,1,1,1,1,1,5,2,98,4,4,NA,4,4,2,8,1,5,4,4,4,4,4,2,2,-1,1,1,3,1,NA,NA,NA,NA,NA,NA,1,4,1,1,1,3,1,2,2,3,-2,3,3,3,3,4,4,2,80,7,15,3,1,3,1,7,1,-1,1,1,1,2,2,2,2,2,2,2,2,-1,9,3,0,80,3,2,1,1,9,6,-1,-1,-1,-1,-1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-1,3,1,1,3,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,97,15,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,98,2,-1,3,1,1245,50,21097,2,10,97,61,2,10,10.36,4,3,2,2,4,3,3,4,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,NA,3,2,3,3,3,NA,2,2,3,3,210,2.83333333333333,2.66666666666667,424,557,"    NEWPORT EAST",50,"Gwent","PR","Newport",-1,"Skp,Wales","SW","Newport","FJ","Liswerry",1.09850588090535,NA,3
"264",2,2,216071,1,52,1,435,2,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-2,1,1700,1,1,3,-2,-2,2,1,1,2,1,2,2,2,2,2,2,2,3,2,-2,-2,NA,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8,4,2,3,NA,4,8,8,8,NA,8,8,NA,8,NA,8,NA,NA,NA,8,8,8,8,NA,8,1,8,8,8,8,8,8,8,8,5,4,8,8,8,NA,8,5,NA,NA,NA,NA,NA,NA,NA,5,4,8,8,8,8,5,3,3,3,3,3,3,3,5,8,7,3,4,NA,4,2,1,2,3,4,4,4,4,4,4,3,3,-2,-2,2,4,3,NA,NA,NA,NA,NA,NA,3,4,4,4,4,2,4,1,3,3,-2,3,3,3,3,4,3,1,97,8,8,0,5,0,5,-1,0,99,99,9,1,2,2,2,2,2,2,2,2,-1,9,3,0,47,99,9,98,98,3,-3,1,2,1,4,-1,720,8,50,72,18,7,5,3,3,3,3,2,7,4,39,4,1,3,3,1,1,3,10,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,97,16,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,1,1,3,3,1720,20,71097,7,10,97,51,1,10,10.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,557,"    NEWPORT EAST",50,"Gwent","PR","Newport",-1,"Skp,Wales","SW","Newport","FJ","Liswerry",1.04426131995732,1,3
"265",2,2,216081,1,52,1,435,1,51,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-2,1,1325,1,1,2,-2,-2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,4,1,NA,-2,NA,2,1,NA,NA,2,2,2,1,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,5,3,NA,3,4,2,3,NA,3,1,NA,2,NA,1,NA,NA,NA,1,2,1,2,NA,1,1,1,1,2,2,2,1,1,7,4,3,3,4,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,1,2,2,1,1,1,1,1,1,6,1,7,4,4,NA,4,4,4,4,1,2,1,2,3,4,4,3,3,-2,-2,1,1,2,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,1,3,3,-2,4,4,3,3,4,2,1,58,5,5,8,3,8,3,7,2,-1,2,1,2,2,2,2,2,2,1,2,2,-1,9,2,1,50,3,2,2,2,8,4,1,2,3,2,-1,370,9,85,37,9,3,7,6,2,2,3,2,14,2,37,4,1,-1,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,15,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,1,1,1,1,1355,30,21097,2,10,97,61,NA,10,10.36,4,2,2,2,2,3,3,1,2,3,3,4,4,1,2,2,3,4,3,5,1,1,1,4,2,NA,5,4,1,1,1,NA,2,5,4,1,210,2.5,2.66666666666667,424,557,"    NEWPORT EAST",50,"Gwent","PR","Newport",-1,"Skp,Wales","SW","Newport","FJ","Liswerry",0.549252940452878,2,1
"266",2,0,216131,1,53,1,2034,1,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-2,1,1533,1,1,6,-2,-2,1,2,1,1,2,2,2,2,2,2,2,1,3,1,3,2,NA,-2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,3,4,NA,5,2,2,8,NA,8,1,NA,2,NA,1,NA,NA,NA,1,2,3,8,NA,1,1,1,1,2,2,2,1,1,7,5,4,5,4,4,NA,4,8,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,4,8,3,2,3,3,8,2,2,2,1,7,1,1,NA,1,2,9,2,1,3,2,2,4,2,4,1,1,1,-1,1,1,3,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,3,2,3,-2,3,2,3,3,4,3,2,60,6,14,3,1,3,1,4,1,-1,1,2,1,2,2,2,2,2,2,2,2,-1,9,2,2,36,1,1,98,1,10,2,1,2,3,4,-1,200,9,80,20,3,2,4,1,1,1,1,1,13,4,10,1,2,-1,3,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,21,1,0,0,3,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1634,61,240997,24,9,97,61,2,10,0.65,3,2,1,2,3,1,4,2,1,1,2,5,2,1,2,1,1,1,1,2,3,2,1,3,2,NA,3,2,2,3,2,NA,3,2,4,1,2409,3.16666666666667,2.33333333333333,157,546,"    CONWY",51,"Gwynedd","NE","Conwy",-1,"Skp,Wales","SY","Aberconwy","FT","Pandy",1.24946406797897,1,2
"267",2,0,216141,1,53,1,2034,3,51,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-2,1,1244,1,1,21,-2,-2,1,2,2,2,2,2,1,2,2,2,2,1,3,1,4,1,NA,-2,NA,97,1,NA,NA,2,2,2,1,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,2,3,NA,1,4,2,2,NA,1,1,NA,2,NA,1,NA,NA,NA,1,8,1,1,NA,1,1,1,1,2,1,2,1,1,6,4,5,5,1,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,4,5,5,1,1,1,4,2,1,1,1,1,3,3,1,4,7,3,2,NA,2,3,3,4,1,2,1,1,1,1,4,2,2,-1,2,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,8,3,1,2,4,1,1,1,4,1,2,72,7,15,5,3,5,3,1,0,0,0,-1,2,2,2,2,2,2,1,2,2,-1,9,2,0,72,1,1,3,3,9,4,1,3,3,4,-1,462,9,85,46,11,4,6,4,4,5,3,2,14,4,40,4,1,-1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,15,1,0,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,99,97,1,1,2,1,1313,29,270997,27,9,97,61,NA,10,0.65,4,3,1,1,5,2,2,2,1,5,3,5,3,1,2,1,1,2,1,2,3,3,1,3,1,NA,4,3,2,2,1,NA,3,3,4,3,2709,2.33333333333333,2.66666666666667,157,546,"    CONWY",51,"Gwynedd","NE","Conwy",-1,"Skp,Wales","SY","Aberconwy","FT","Pandy",0.580127121748666,2,1
"268",2,0,216151,1,53,1,2034,3,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-2,1,1522,1,1,8,21,-2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,NA,-2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,5,3,NA,4,4,2,2,NA,1,1,NA,2,NA,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,2,2,2,1,1,7,4,3,5,4,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,4,2,3,2,1,3,1,1,3,1,2,1,3,3,2,NA,2,4,4,8,1,5,2,3,2,4,2,-1,2,-1,1,8,5,3,NA,NA,NA,NA,NA,NA,5,5,5,4,2,1,4,1,3,2,3,2,2,3,3,2,2,1,44,3,3,0,5,3,1,7,2,-1,2,2,1,1,1,2,2,2,2,2,2,1,9,9,1,6,2,1,98,98,3,-3,1,1,3,4,-1,102,5,75,10,1,1,1,2,2,2,1,1,12,4,37,4,1,1,1,1,1,3,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,18,1,1,2,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,1,1,1,1,1551,29,41097,4,10,97,61,2,10,0.65,4,2,2,4,5,4,2,4,1,5,2,2,4,4,2,3,3,4,3,4,1,3,2,3,1,NA,4,3,2,2,2,NA,2,4,3,1,410,2.16666666666667,4,157,546,"    CONWY",51,"Gwynedd","NE","Conwy",-1,"Skp,Wales","SY","Aberconwy","FQ","Lafan",1.16025424349794,2,3
"269",2,0,216161,1,53,1,2034,2,51,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-2,1,1448,1,2,-1,-1,-1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,NA,-2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,4,2,NA,3,4,2,2,NA,3,3,NA,2,NA,3,NA,NA,NA,1,2,2,2,NA,1,1,8,1,2,1,2,1,1,5,4,3,5,5,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,5,1,3,2,1,1,1,3,3,1,1,4,7,3,2,NA,2,3,4,2,1,2,1,3,1,1,4,1,1,4,-1,2,2,3,NA,NA,NA,NA,NA,NA,2,1,3,2,4,1,3,1,3,1,3,2,2,1,1,2,4,2,35,3,11,7,3,7,3,1,2,-1,2,3,1,2,2,2,2,2,1,2,2,7,9,2,0,35,1,1,2,1,3,-3,1,1,3,5,-1,450,9,85,45,11,4,6,4,3,3,3,2,14,5,25,3,2,3,3,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,18,1,0,2,3,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,2,2,1,1,2,1,1520,33,270997,27,9,97,61,2,10,0.65,4,2,1,3,3,9,1,2,2,3,3,3,2,2,4,3,2,3,3,2,3,4,4,2,2,NA,4,3,2,1,1,NA,2,5,4,1,2709,2.33333333333333,2.83333333333333,157,546,"    CONWY",51,"Gwynedd","NE","Conwy",-1,"Skp,Wales","SY","Aberconwy","FQ","Lafan",1.17128477533608,2,1
"270",2,0,216171,1,53,1,2034,4,51,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-2,1,1031,1,1,21,-2,-2,2,1,1,1,2,1,2,2,2,2,2,1,5,1,4,1,NA,-2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,8,2,5,4,NA,1,4,3,8,NA,1,8,NA,8,NA,8,NA,NA,NA,1,2,2,2,NA,1,1,1,2,2,1,2,1,1,5,1,4,4,4,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,1,1,2,1,1,1,1,1,1,5,1,7,2,1,NA,1,8,4,5,3,3,1,2,1,1,2,-1,2,-1,1,3,1,1,NA,NA,NA,NA,NA,NA,1,1,2,1,3,1,2,8,3,1,1,3,3,1,1,4,1,1,44,3,3,7,3,7,3,7,5,-1,5,3,1,2,2,2,2,2,1,2,2,7,9,2,0,44,2,1,2,2,3,-3,1,3,1,2,-1,886,9,60,88,20,8,9,5,3,4,9,5,9,2,50,4,1,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,15,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,5,5,1,1,2,1,1104,33,41097,4,10,97,61,NA,10,0.65,1,5,2,2,4,4,4,2,2,2,2,4,4,2,2,2,2,2,1,2,3,3,2,4,2,NA,3,3,1,2,2,NA,2,3,4,1,410,3.33333333333333,2.66666666666667,157,546,"    CONWY",51,"Gwynedd","NE","Conwy",-1,"Skp,Wales","SY","Aberconwy","FQ","Lafan",0.750982922999644,4,2
